city,province,region,date,record_count,avg_aqi,max_aqi,good_rate,avg_pm25,avg_pm10,avg_so2,avg_no2
株洲,湖南省,华中,2025-02-22,48,83.06,103,0.9792,51.33,86.85,10.17,18.48
株洲,湖南省,华中,2025-02-23,48,81.19,97,1.0,50.83,84.88,9.96,17.81
株洲,湖南省,华中,2025-02-24,48,87.19,104,0.9792,53.94,91.88,10.48,19.31
株洲,湖南省,华中,2025-02-25,48,86.42,103,0.9583,53.69,90.73,10.42,18.92
株洲,湖南省,华中,2025-02-26,48,86.98,99,1.0,53.56,92.27,10.42,19.48
株洲,湖南省,华中,2025-02-27,48,86.98,101,0.9583,53.88,90.75,10.42,19.23
株洲,湖南省,华中,2025-02-28,48,85.75,106,0.9792,53.23,90.31,10.33,18.94
株洲,湖南省,华中,2025-03-01,48,81.04,95,1.0,50.21,84.38,7.98,17.83
株洲,湖南省,华中,2025-03-02,48,79.48,100,1.0,49.56,83.85,7.85,17.58
株洲,湖南省,华中,2025-03-03,48,86.17,103,0.9792,53.02,90.58,8.44,19.06
株洲,湖南省,华中,2025-03-04,48,84.83,101,0.9792,52.83,88.9,8.35,18.6
株洲,湖南省,华中,2025-03-05,48,85.54,103,0.9792,52.88,89.79,8.38,19.08
株洲,湖南省,华中,2025-03-06,48,84.27,102,0.9792,52.73,87.73,8.29,18.48
株洲,湖南省,华中,2025-03-07,48,84.12,97,1.0,52.1,89.06,8.25,18.71
株洲,湖南省,华中,2025-03-08,48,79.48,99,1.0,49.19,83.21,7.79,17.52
株洲,湖南省,华中,2025-03-09,48,78.81,95,1.0,48.79,83.6,7.79,17.62
株洲,湖南省,华中,2025-03-10,48,84.81,99,1.0,52.33,88.62,8.33,18.85
株洲,湖南省,华中,2025-03-11,48,82.79,103,0.9583,51.69,86.94,8.15,18.15
株洲,湖南省,华中,2025-03-12,48,83.6,97,1.0,51.54,87.73,8.17,18.52
株洲,湖南省,华中,2025-03-13,48,82.25,103,0.9792,51.27,86.31,8.08,17.98
株洲,湖南省,华中,2025-03-14,48,83.23,95,1.0,51.27,88.02,8.15,18.69
株洲,湖南省,华中,2025-03-15,48,77.5,92,1.0,48.19,80.56,7.71,17.15
株洲,湖南省,华中,2025-03-16,48,76.9,90,1.0,47.81,81.0,7.62,17.15
株洲,湖南省,华中,2025-03-17,48,81.83,102,0.9792,50.96,85.08,8.02,18.02
株洲,湖南省,华中,2025-03-18,48,80.75,96,1.0,50.23,85.42,7.92,17.85
株洲,湖南省,华中,2025-03-19,48,82.12,101,0.9792,50.65,86.21,8.1,18.31
株洲,湖南省,华中,2025-03-20,48,80.77,97,1.0,50.19,85.17,7.94,17.9
株洲,湖南省,华中,2025-03-21,48,81.81,97,1.0,50.44,85.85,8.0,18.29
株洲,湖南省,华中,2025-03-22,48,74.77,95,1.0,46.75,77.98,7.5,16.46
株洲,湖南省,华中,2025-03-23,48,75.19,88,1.0,46.44,79.46,7.5,16.73
株洲,湖南省,华中,2025-03-24,48,79.88,97,1.0,49.6,83.62,7.9,17.5
株洲,湖南省,华中,2025-03-25,48,79.71,98,1.0,49.27,84.42,7.92,17.79
株洲,湖南省,华中,2025-03-26,48,80.1,95,1.0,49.6,83.35,7.96,17.83
株洲,湖南省,华中,2025-03-27,48,78.25,97,1.0,49.0,82.08,7.81,17.33
株洲,湖南省,华中,2025-03-28,48,78.98,99,1.0,48.92,82.48,7.81,17.5
株洲,湖南省,华中,2025-03-29,48,72.33,87,1.0,45.23,76.17,7.27,15.98
株洲,湖南省,华中,2025-03-30,48,73.79,92,1.0,45.33,78.02,7.38,16.67
株洲,湖南省,华中,2025-03-31,48,77.79,93,1.0,48.48,81.33,7.67,17.27
株洲,湖南省,华中,2025-04-01,48,77.88,90,1.0,48.12,82.1,8.77,17.44
株洲,湖南省,华中,2025-04-02,48,77.15,94,1.0,48.02,80.31,8.71,16.88
株洲,湖南省,华中,2025-04-03,48,76.38,95,1.0,47.4,80.98,8.62,17.02
株洲,湖南省,华中,2025-04-04,48,77.29,91,1.0,47.65,81.02,8.67,17.1
株洲,湖南省,华中,2025-04-05,48,70.83,92,1.0,44.02,74.92,8.17,15.79
株洲,湖南省,华中,2025-04-06,48,71.79,86,1.0,44.33,74.98,8.23,16.15
株洲,湖南省,华中,2025-04-07,48,74.71,94,1.0,46.83,77.98,8.44,16.5
株洲,湖南省,华中,2025-04-08,48,75.33,92,1.0,46.52,79.27,8.52,16.79
株洲,湖南省,华中,2025-04-09,48,74.6,91,1.0,46.46,78.04,8.48,16.4
株洲,湖南省,华中,2025-04-10,48,75.0,88,1.0,46.25,79.5,8.48,16.85
株洲,湖南省,华中,2025-04-11,48,74.96,95,1.0,46.54,78.12,8.5,16.69
株洲,湖南省,华中,2025-04-12,48,68.56,83,1.0,42.69,72.27,8.0,15.42
株洲,湖南省,华中,2025-04-13,48,69.06,87,1.0,42.75,71.98,8.06,15.35
株洲,湖南省,华中,2025-04-14,48,72.67,91,1.0,45.21,76.92,8.31,16.06
株洲,湖南省,华中,2025-04-15,48,74.17,88,1.0,45.5,78.27,8.46,16.69
株洲,湖南省,华中,2025-04-16,48,72.67,94,1.0,45.23,76.25,8.35,16.1
株洲,湖南省,华中,2025-04-17,48,73.1,85,1.0,45.1,76.79,8.35,16.4
株洲,湖南省,华中,2025-04-18,48,71.56,89,1.0,44.75,74.4,8.31,15.75
株洲,湖南省,华中,2025-04-19,48,66.17,82,1.0,40.98,70.04,7.81,14.88
株洲,湖南省,华中,2025-04-20,48,66.73,85,1.0,41.35,69.75,7.79,14.9
株洲,湖南省,华中,2025-04-21,48,71.0,86,1.0,44.02,75.21,8.19,15.96
株洲,湖南省,华中,2025-04-22,48,71.75,91,1.0,44.35,74.73,8.27,16.06
株洲,湖南省,华中,2025-04-23,48,69.79,84,1.0,43.69,73.08,8.12,15.52
株洲,湖南省,华中,2025-04-24,48,70.67,89,1.0,43.58,74.23,8.17,15.83
株洲,湖南省,华中,2025-04-25,48,69.4,87,1.0,43.21,72.94,8.1,15.35
株洲,湖南省,华中,2025-04-26,48,65.27,77,1.0,40.0,69.29,7.71,14.88
株洲,湖南省,华中,2025-04-27,48,64.58,81,1.0,40.12,67.35,7.6,14.4
株洲,湖南省,华中,2025-04-28,48,68.92,87,1.0,42.75,72.67,7.96,15.44
株洲,湖南省,华中,2025-04-29,48,68.88,83,1.0,42.83,71.6,7.96,15.15
株洲,湖南省,华中,2025-04-30,48,67.46,88,1.0,42.04,71.42,7.9,15.04
株洲,湖南省,华中,2025-05-01,48,68.94,86,1.0,42.46,72.35,9.08,15.46
株洲,湖南省,华中,2025-05-02,48,67.44,83,1.0,41.98,70.88,8.9,15.1
株洲,湖南省,华中,2025-05-03,48,63.21,82,1.0,38.98,66.19,8.54,14.38
株洲,湖南省,华中,2025-05-04,48,61.42,77,1.0,38.54,63.83,8.42,13.56
株洲,湖南省,华中,2025-05-05,48,66.81,82,1.0,41.21,70.73,8.83,15.15
株洲,湖南省,华中,2025-05-06,48,66.69,85,1.0,41.35,69.85,8.83,14.81
株洲,湖南省,华中,2025-05-07,48,66.48,81,1.0,41.0,70.75,8.85,15.02
株洲,湖南省,华中,2025-05-08,48,67.04,82,1.0,41.38,69.81,8.94,15.04
株洲,湖南省,华中,2025-05-09,48,65.1,86,1.0,40.58,68.56,8.69,14.52
株洲,湖南省,华中,2025-05-10,48,60.83,74,1.0,37.54,63.54,8.4,13.62
株洲,湖南省,华中,2025-05-11,48,59.23,80,1.0,37.0,62.4,8.23,13.19
株洲,湖南省,华中,2025-05-12,48,65.6,79,1.0,40.27,69.31,8.75,14.9
株洲,湖南省,华中,2025-05-13,48,64.48,80,1.0,40.27,67.19,8.65,14.46
株洲,湖南省,华中,2025-05-14,48,64.33,77,1.0,39.88,67.67,8.67,14.65
株洲,湖南省,华中,2025-05-15,48,63.77,84,1.0,39.77,66.08,8.65,14.12
株洲,湖南省,华中,2025-05-16,48,63.02,77,1.0,39.12,66.94,8.56,14.23
株洲,湖南省,华中,2025-05-17,48,59.12,79,1.0,36.4,61.96,8.23,13.4
株洲,湖南省,华中,2025-05-18,48,57.88,74,1.0,36.0,61.27,8.19,13.12
株洲,湖南省,华中,2025-05-19,48,63.94,80,1.0,39.35,67.02,8.58,14.5
株洲,湖南省,华中,2025-05-20,48,61.94,83,1.0,38.79,64.73,8.48,13.71
株洲,湖南省,华中,2025-05-21,48,62.6,74,1.0,38.65,66.17,8.52,14.12
株洲,湖南省,华中,2025-05-22,48,61.96,81,1.0,38.58,64.96,8.44,13.79
株洲,湖南省,华中,2025-05-23,48,62.15,78,1.0,38.19,66.06,8.48,14.17
株洲,湖南省,华中,2025-05-24,48,57.12,72,1.0,35.5,59.19,8.06,12.85
株洲,湖南省,华中,2025-05-25,48,55.58,73,1.0,34.67,58.5,7.92,12.69
株洲,湖南省,华中,2025-05-26,48,61.33,81,1.0,38.02,63.77,8.38,13.77
株洲,湖南省,华中,2025-05-27,48,59.9,75,1.0,37.44,63.31,8.27,13.46
株洲,湖南省,华中,2025-05-28,48,61.54,81,1.0,37.69,64.94,8.38,14.08
株洲,湖南省,华中,2025-05-29,48,60.27,76,1.0,37.58,63.1,8.29,13.52
株洲,湖南省,华中,2025-05-30,48,60.85,75,1.0,37.58,64.17,8.31,13.81
株洲,湖南省,华中,2025-05-31,48,54.56,71,1.0,34.17,56.75,7.9,12.08
株洲,湖南省,华中,2025-06-01,48,54.38,71,1.0,33.6,57.94,5.83,12.38
株洲,湖南省,华中,2025-06-02,48,60.02,74,1.0,37.04,62.79,6.33,13.48
株洲,湖南省,华中,2025-06-03,48,59.12,80,1.0,36.73,62.71,6.21,13.4
株洲,湖南省,华中,2025-06-04,48,59.94,74,1.0,37.02,62.33,6.33,13.54
株洲,湖南省,华中,2025-06-05,48,57.94,77,1.0,36.35,60.54,6.12,12.85
株洲,湖南省,华中,2025-06-06,48,58.77,77,1.0,36.27,61.77,6.25,13.35
株洲,湖南省,华中,2025-06-07,48,52.71,68,1.0,33.0,55.19,5.69,11.79
株洲,湖南省,华中,2025-06-08,48,53.62,69,1.0,32.88,56.96,5.83,12.48
株洲,湖南省,华中,2025-06-09,48,58.4,77,1.0,36.25,60.67,6.15,13.17
株洲,湖南省,华中,2025-06-10,48,57.65,70,1.0,35.83,60.9,6.1,13.23
株洲,湖南省,华中,2025-06-11,48,57.96,76,1.0,35.94,60.25,6.1,13.08
株洲,湖南省,华中,2025-06-12,48,56.83,76,1.0,35.33,60.48,6.0,12.75
株洲,湖南省,华中,2025-06-13,48,58.46,72,1.0,35.85,61.56,6.19,13.29
株洲,湖南省,华中,2025-06-14,48,51.88,73,1.0,32.27,54.6,5.67,11.77
株洲,湖南省,华中,2025-06-15,48,52.67,65,1.0,32.35,55.17,5.71,12.15
株洲,湖南省,华中,2025-06-16,48,56.15,75,1.0,35.27,58.25,6.0,12.48
株洲,湖南省,华中,2025-06-17,48,56.46,69,1.0,34.92,59.79,6.06,12.92
株洲,湖南省,华中,2025-06-18,48,56.52,74,1.0,35.08,58.94,6.02,12.67
株洲,湖南省,华中,2025-06-19,48,56.29,70,1.0,34.79,59.83,6.0,12.98
株洲,湖南省,华中,2025-06-20,48,57.06,77,1.0,35.29,59.17,6.0,13.0
株洲,湖南省,华中,2025-06-21,48,50.25,65,1.0,31.48,52.83,5.56,11.35
株洲,湖南省,华中,2025-06-22,48,51.29,70,1.0,31.62,53.75,5.6,11.69
株洲,湖南省,华中,2025-06-23,48,55.17,73,1.0,34.38,58.17,5.92,12.38
株洲,湖南省,华中,2025-06-24,48,56.58,69,1.0,34.58,60.02,6.04,13.08
株洲,湖南省,华中,2025-06-25,48,55.83,75,1.0,34.77,58.17,5.96,12.54
株洲,湖南省,华中,2025-06-26,48,55.58,72,1.0,34.4,58.58,5.94,12.67
株洲,湖南省,华中,2025-06-27,48,55.27,69,1.0,34.46,57.21,5.85,12.42
株洲,湖南省,华中,2025-06-28,48,49.42,69,1.0,30.75,52.56,5.48,11.33
株洲,湖南省,华中,2025-06-29,48,50.73,67,1.0,31.19,52.98,5.5,11.67
株洲,湖南省,华中,2025-06-30,48,54.69,71,1.0,34.02,57.71,5.88,12.5
株洲,湖南省,华中,2025-07-01,48,55.77,76,1.0,34.4,58.17,6.92,12.79
株洲,湖南省,华中,2025-07-02,48,54.08,69,1.0,33.98,56.33,6.81,12.08
株洲,湖南省,华中,2025-07-03,48,54.96,72,1.0,33.92,58.23,6.83,12.54
株洲,湖南省,华中,2025-07-04,48,54.71,71,1.0,33.94,57.31,6.9,12.29
株洲,湖南省,华中,2025-07-05,48,50.08,63,1.0,30.73,53.56,6.48,11.67
株洲,湖南省,华中,2025-07-06,48,50.31,66,1.0,31.12,52.25,6.5,11.5
株洲,湖南省,华中,2025-07-07,48,54.1,75,1.0,33.75,57.08,6.79,12.29
株洲,湖南省,华中,2025-07-08,48,54.98,68,1.0,34.0,57.29,6.85,12.4
株洲,湖南省,华中,2025-07-09,48,53.62,74,1.0,33.48,56.69,6.75,12.1
株洲,湖南省,华中,2025-07-10,48,55.35,70,1.0,33.92,58.33,6.96,12.73
株洲,湖南省,华中,2025-07-11,48,54.19,71,1.0,33.94,56.42,6.81,12.25
株洲,湖南省,华中,2025-07-12,48,49.52,65,1.0,30.67,52.04,6.46,11.58
株洲,湖南省,华中,2025-07-13,48,48.81,68,1.0,30.62,50.42,6.35,10.98
株洲,湖南省,华中,2025-07-14,48,53.9,66,1.0,33.5,57.33,6.79,12.29
株洲,湖南省,华中,2025-07-15,48,54.96,75,1.0,33.83,57.5,6.94,12.48
株洲,湖南省,华中,2025-07-16,48,54.17,70,1.0,33.62,57.5,6.83,12.38
株洲,湖南省,华中,2025-07-17,48,55.5,71,1.0,34.19,57.85,6.98,12.73
株洲,湖南省,华中,2025-07-18,48,53.56,74,1.0,33.67,56.06,6.73,12.0
株洲,湖南省,华中,2025-07-19,48,49.69,62,1.0,30.56,52.42,6.48,11.38
株洲,湖南省,华中,2025-07-20,48,48.88,69,1.0,30.5,51.31,6.44,10.96
株洲,湖南省,华中,2025-07-21,48,54.94,68,1.0,33.71,58.33,6.94,12.65
株洲,湖南省,华中,2025-07-22,48,54.77,69,1.0,34.12,56.67,6.9,12.31
株洲,湖南省,华中,2025-07-23,48,54.0,70,1.0,33.65,56.85,6.79,12.35
株洲,湖南省,华中,2025-07-24,48,54.5,74,1.0,33.94,56.52,6.9,12.19
株洲,湖南省,华中,2025-07-25,48,53.62,69,1.0,33.42,56.83,6.81,12.15
株洲,湖南省,华中,2025-07-26,48,50.44,70,1.0,30.9,53.06,6.56,11.73
株洲,湖南省,华中,2025-07-27,48,49.31,65,1.0,30.75,51.88,6.44,11.27
株洲,湖南省,华中,2025-07-28,48,55.58,71,1.0,34.19,58.44,7.0,12.71
株洲,湖南省,华中,2025-07-29,48,54.29,72,1.0,34.06,56.48,6.77,12.08
株洲,湖南省,华中,2025-07-30,48,54.71,69,1.0,33.69,58.17,6.83,12.48
株洲,湖南省,华中,2025-07-31,48,55.29,70,1.0,34.19,57.81,6.92,12.42
株洲,湖南省,华中,2025-08-01,48,54.98,75,1.0,33.98,58.44,7.92,12.54
株洲,湖南省,华中,2025-08-02,48,50.73,64,1.0,31.35,52.48,7.54,11.6
株洲,湖南省,华中,2025-08-03,48,49.15,69,1.0,30.79,51.44,7.44,11.12
株洲,湖南省,华中,2025-08-04,48,55.52,74,1.0,34.31,58.02,7.98,12.65
株洲,湖南省,华中,2025-08-05,48,54.58,70,1.0,34.12,57.4,7.85,12.27
株洲,湖南省,华中,2025-08-06,48,56.21,74,1.0,34.44,59.52,7.98,13.02
株洲,湖南省,华中,2025-08-07,48,55.73,73,1.0,34.69,57.94,7.94,12.56
株洲,湖南省,华中,2025-08-08,48,55.73,68,1.0,34.5,58.9,7.94,12.71
株洲,湖南省,华中,2025-08-09,48,50.81,69,1.0,31.56,52.58,7.52,11.48
株洲,湖南省,华中,2025-08-10,48,50.31,69,1.0,31.12,53.75,7.52,11.48
株洲,湖南省,华中,2025-08-11,48,57.02,70,1.0,34.98,59.79,8.06,12.85
株洲,湖南省,华中,2025-08-12,48,56.02,77,1.0,34.88,59.19,7.92,12.71
株洲,湖南省,华中,2025-08-13,48,57.27,71,1.0,35.17,59.79,8.06,13.06
株洲,湖南省,华中,2025-08-14,48,55.67,76,1.0,34.96,57.94,7.98,12.33
株洲,湖南省,华中,2025-08-15,48,56.69,71,1.0,34.92,59.88,8.04,13.04
株洲,湖南省,华中,2025-08-16,48,51.58,68,1.0,32.1,53.83,7.65,11.71
株洲,湖南省,华中,2025-08-17,48,52.0,65,1.0,32.0,55.31,7.62,12.02
株洲,湖南省,华中,2025-08-18,48,57.81,78,1.0,35.85,59.88,8.1,13.08
株洲,湖南省,华中,2025-08-19,48,56.65,71,1.0,35.46,59.71,8.0,12.83
株洲,湖南省,华中,2025-08-20,48,57.88,76,1.0,35.77,60.42,8.12,13.08
株洲,湖南省,华中,2025-08-21,48,56.96,75,1.0,35.46,60.21,8.12,12.83
株洲,湖南省,华中,2025-08-22,48,59.02,73,1.0,36.04,62.38,8.25,13.5
株洲,湖南省,华中,2025-08-23,48,53.0,73,1.0,33.06,55.42,7.73,12.04
株洲,湖南省,华中,2025-08-24,48,53.5,67,1.0,32.94,56.4,7.79,12.33
株洲,湖南省,华中,2025-08-25,48,58.12,75,1.0,36.33,60.23,8.17,12.88
株洲,湖南省,华中,2025-08-26,48,58.08,76,1.0,36.04,61.6,8.19,13.12
株洲,湖南省,华中,2025-08-27,48,59.44,76,1.0,36.71,62.02,8.19,13.46
株洲,湖南省,华中,2025-08-28,48,58.69,75,1.0,36.46,62.0,8.17,13.33
株洲,湖南省,华中,2025-08-29,48,60.12,80,1.0,37.12,62.52,8.33,13.69
株洲,湖南省,华中,2025-08-30,48,53.4,68,1.0,33.6,55.85,7.71,12.02
株洲,湖南省,华中,2025-08-31,48,54.83,73,1.0,33.75,57.88,7.81,12.54
株洲,湖南省,华中,2025-09-01,48,59.62,75,1.0,37.12,62.65,6.25,13.27
株洲,湖南省,华中,2025-09-02,48,60.88,72,1.0,37.31,64.75,6.33,13.9
株洲,湖南省,华中,2025-09-03,48,60.92,76,1.0,37.79,63.29,6.35,13.56
株洲,湖南省,华中,2025-09-04,48,60.38,80,1.0,37.58,63.79,6.27,13.6
株洲,湖南省,华中,2025-09-05,48,61.1,75,1.0,37.83,63.6,6.44,13.69
株洲,湖南省,华中,2025-09-06,48,55.15,77,1.0,34.4,58.44,5.83,12.42
株洲,湖南省,华中,2025-09-07,48,57.15,73,1.0,35.04,60.02,6.08,12.98
株洲,湖南省,华中,2025-09-08,48,61.21,78,1.0,38.27,64.0,6.4,13.71
株洲,湖南省,华中,2025-09-09,48,62.35,80,1.0,38.58,65.33,6.44,14.23
株洲,湖南省,华中,2025-09-10,48,61.5,79,1.0,38.56,63.77,6.38,13.56
株洲,湖南省,华中,2025-09-11,48,62.06,76,1.0,38.33,65.9,6.46,14.08
株洲,湖南省,华中,2025-09-12,48,63.0,83,1.0,38.96,65.96,6.58,14.23
株洲,湖南省,华中,2025-09-13,48,57.85,73,1.0,35.85,61.54,6.19,13.29
株洲,湖南省,华中,2025-09-14,48,59.15,75,1.0,36.46,61.52,6.27,13.42
株洲,湖南省,华中,2025-09-15,48,62.71,82,1.0,39.29,65.9,6.56,13.98
株洲,湖南省,华中,2025-09-16,48,64.21,78,1.0,39.58,67.46,6.62,14.35
株洲,湖南省,华中,2025-09-17,48,63.38,85,1.0,39.46,66.73,6.52,14.12
株洲,湖南省,华中,2025-09-18,48,65.02,77,1.0,39.94,68.83,6.67,14.92
株洲,湖南省,华中,2025-09-19,48,64.62,80,1.0,40.31,67.15,6.6,14.38
株洲,湖南省,华中,2025-09-20,48,59.54,73,1.0,36.9,62.67,6.35,13.46
株洲,湖南省,华中,2025-09-21,48,59.92,79,1.0,37.38,62.1,6.29,13.42
株洲,湖南省,华中,2025-09-22,48,64.65,80,1.0,40.25,68.5,6.69,14.42
株洲,湖南省,华中,2025-09-23,48,66.62,86,1.0,40.98,69.85,6.81,15.0
株洲,湖南省,华中,2025-09-24,48,65.75,81,1.0,40.96,69.31,6.71,14.83
株洲,湖南省,华中,2025-09-25,48,67.23,84,1.0,41.44,70.46,6.83,15.19
株洲,湖南省,华中,2025-09-26,48,65.94,85,1.0,41.23,68.85,6.73,14.54
株洲,湖南省,华中,2025-09-27,48,61.96,74,1.0,38.19,65.69,6.46,14.0
株洲,湖南省,华中,2025-09-28,48,62.23,80,1.0,38.58,65.15,6.46,13.83
株洲,湖南省,华中,2025-09-29,48,67.77,86,1.0,41.83,71.98,6.96,15.27
株洲,湖南省,华中,2025-09-30,48,68.5,83,1.0,42.52,71.12,6.98,15.21
株洲,湖南省,华中,2025-10-01,48,67.23,87,1.0,42.02,70.62,7.9,15.0
株洲,湖南省,华中,2025-10-02,48,68.69,87,1.0,42.56,71.62,8.04,15.31
株洲,湖南省,华中,2025-10-03,48,67.79,83,1.0,42.29,71.52,7.94,15.02
株洲,湖南省,华中,2025-10-04,48,64.85,84,1.0,39.77,68.46,7.73,14.83
株洲,湖南省,华中,2025-10-05,48,64.12,79,1.0,40.1,66.94,7.65,14.35
株洲,湖南省,华中,2025-10-06,48,69.96,84,1.0,43.29,73.73,8.1,15.83
株洲,湖南省,华中,2025-10-07,48,69.85,87,1.0,43.5,72.69,8.12,15.33
株洲,湖南省,华中,2025-10-08,48,69.83,87,1.0,43.21,74.23,8.08,15.65
株洲,湖南省,华中,2025-10-09,48,71.42,86,1.0,43.92,74.88,8.19,15.85
株洲,湖南省,华中,2025-10-10,48,70.73,92,1.0,43.94,74.73,8.17,15.77
株洲,湖南省,华中,2025-10-11,48,67.0,81,1.0,41.38,69.83,7.92,15.1
株洲,湖南省,华中,2025-10-12,48,65.44,86,1.0,40.96,68.38,7.75,14.48
株洲,湖南省,华中,2025-10-13,48,72.0,88,1.0,44.44,75.85,8.25,16.21
株洲,湖南省,华中,2025-10-14,48,71.69,87,1.0,44.65,75.06,8.25,15.92
株洲,湖南省,华中,2025-10-15,48,72.85,86,1.0,44.85,77.15,8.29,16.58
株洲,湖南省,华中,2025-10-16,48,73.25,93,1.0,45.54,76.1,8.29,16.27
株洲,湖南省,华中,2025-10-17,48,72.56,86,1.0,45.19,76.48,8.23,16.19
株洲,湖南省,华中,2025-10-18,48,68.65,88,1.0,42.44,71.58,7.96,15.33
株洲,湖南省,华中,2025-10-19,48,67.92,85,1.0,42.27,72.0,7.9,15.15
株洲,湖南省,华中,2025-10-20,48,75.21,90,1.0,46.15,79.31,8.54,16.9
株洲,湖南省,华中,2025-10-21,48,74.19,95,1.0,46.19,77.83,8.42,16.48
株洲,湖南省,华中,2025-10-22,48,75.31,87,1.0,46.44,79.17,8.46,16.92
株洲,湖南省,华中,2025-10-23,48,74.5,93,1.0,46.52,77.52,8.42,16.31
株洲,湖南省,华中,2025-10-24,48,75.02,91,1.0,46.42,79.44,8.48,16.71
株洲,湖南省,华中,2025-10-25,48,70.83,87,1.0,43.83,73.98,8.19,15.73
株洲,湖南省,华中,2025-10-26,48,70.56,87,1.0,43.79,74.6,8.21,15.88
株洲,湖南省,华中,2025-10-27,48,76.98,96,1.0,47.67,80.08,8.73,17.19
株洲,湖南省,华中,2025-10-28,48,75.62,90,1.0,47.35,79.33,8.6,16.65
株洲,湖南省,华中,2025-10-29,48,77.25,97,1.0,47.67,81.15,8.65,17.25
株洲,湖南省,华中,2025-10-30,48,76.71,93,1.0,47.6,80.75,8.65,16.92
株洲,湖南省,华中,2025-10-31,48,78.27,91,1.0,48.06,82.92,8.77,17.67
株洲,湖南省,华中,2025-11-01,48,73.04,90,1.0,45.46,76.12,9.35,16.15
株洲,湖南省,华中,2025-11-02,48,72.88,90,1.0,45.25,76.88,9.35,16.27
株洲,湖南省,华中,2025-11-03,48,78.44,92,1.0,48.62,81.73,9.75,17.25
株洲,湖南省,华中,2025-11-04,48,77.94,99,1.0,48.42,82.48,9.71,17.27
株洲,湖南省,华中,2025-11-05,48,79.83,95,1.0,49.17,83.62,9.9,17.81
株洲,湖南省,华中,2025-11-06,48,78.81,96,1.0,49.17,82.75,9.79,17.5
株洲,湖南省,华中,2025-11-07,48,80.15,99,1.0,49.58,83.81,9.85,17.98
株洲,湖南省,华中,2025-11-08,48,73.94,89,1.0,46.27,77.02,9.44,16.23
株洲,湖南省,华中,2025-11-09,48,75.15,91,1.0,46.46,79.46,9.5,16.83
株洲,湖南省,华中,2025-11-10,48,80.58,99,1.0,49.9,84.46,9.92,17.75
株洲,湖南省,华中,2025-11-11,48,81.02,94,1.0,50.02,85.92,10.0,18.08
株洲,湖南省,华中,2025-11-12,48,81.83,98,1.0,50.65,85.19,10.04,18.15
株洲,湖南省,华中,2025-11-13,48,80.62,101,0.9792,50.33,84.79,9.98,17.83
株洲,湖南省,华中,2025-11-14,48,82.08,96,1.0,50.67,85.92,10.04,18.1
株洲,湖南省,华中,2025-11-15,48,76.04,97,1.0,47.4,80.19,9.62,16.73
株洲,湖南省,华中,2025-11-16,48,78.0,91,1.0,47.98,82.27,9.75,17.56
株洲,湖南省,华中,2025-11-17,48,82.31,100,1.0,51.38,85.92,10.12,18.06
株洲,湖南省,华中,2025-11-18,48,82.6,95,1.0,51.23,86.83,10.17,18.31
株洲,湖南省,华中,2025-11-19,48,82.56,101,0.9792,51.46,85.94,10.12,18.15
株洲,湖南省,华中,2025-11-20,48,82.52,96,1.0,51.21,87.35,10.1,18.31
株洲,湖南省,华中,2025-11-21,48,84.21,104,0.9583,51.96,88.27,10.19,18.65
株洲,湖南省,华中,2025-11-22,48,78.35,93,1.0,48.69,82.69,9.73,17.42
株洲,湖南省,华中,2025-11-23,48,79.85,97,1.0,49.23,83.52,9.9,17.75
株洲,湖南省,华中,2025-11-24,48,83.48,103,0.9792,52.1,87.58,10.21,18.27
株洲,湖南省,华中,2025-11-25,48,84.75,97,1.0,52.25,89.5,10.31,18.81
株洲,湖南省,华中,2025-11-26,48,84.54,104,0.9792,52.62,88.69,10.23,18.58
株洲,湖南省,华中,2025-11-27,48,85.4,101,0.9792,52.65,90.4,10.31,18.94
株洲,湖南省,华中,2025-11-28,48,85.6,100,1.0,53.15,88.98,10.33,18.9
株洲,湖南省,华中,2025-11-29,48,79.58,98,1.0,49.58,83.83,9.77,17.71
株洲,湖南省,华中,2025-11-30,48,80.67,99,1.0,49.98,84.08,9.92,17.85
株洲,湖南省,华中,2025-12-01,48,84.92,101,0.9792,52.9,89.62,8.25,18.73
株洲,湖南省,华中,2025-12-02,48,87.0,107,0.9375,53.6,91.48,8.46,19.33
株洲,湖南省,华中,2025-12-03,48,86.1,101,0.9792,53.67,90.29,8.4,18.96
株洲,湖南省,华中,2025-12-04,48,87.04,103,0.9792,53.77,91.5,8.44,19.4
株洲,湖南省,华中,2025-12-05,48,86.33,102,0.9583,53.79,90.15,8.42,18.92
株洲,湖南省,华中,2025-12-06,48,81.62,96,1.0,50.44,86.67,8.0,18.15
株洲,湖南省,华中,2025-12-07,48,82.71,97,1.0,51.04,86.56,8.1,18.23
株洲,湖南省,华中,2025-12-08,48,87.23,108,0.9583,54.02,92.17,8.52,19.38
株洲,湖南省,华中,2025-12-09,48,88.31,102,0.9583,54.67,92.12,8.56,19.4
株洲,湖南省,华中,2025-12-10,48,86.65,107,0.9375,54.1,90.77,8.46,18.96
株洲,湖南省,华中,2025-12-11,48,88.08,105,0.9792,54.4,92.5,8.48,19.54
株洲,湖南省,华中,2025-12-12,48,87.42,103,0.9583,54.48,91.75,8.46,19.1
株洲,湖南省,华中,2025-12-13,48,83.65,99,1.0,51.58,88.35,8.17,18.79
株洲,湖南省,华中,2025-12-14,48,83.42,102,0.9792,51.92,86.9,8.19,18.4
