record_id,city,region,datetime,aqi,pm25,primary_pollutant,filter_rule
AQ2025-031-2-00056,兰州,西北,2025-01-03 07:00:00,127,82,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-2-00056,乌鲁木齐,西北,2025-01-03 07:00:00,127,76,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-058-2-00056,宝鸡,西北,2025-01-03 07:00:00,118,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00057,石家庄,华北,2025-01-03 08:00:00,143,89,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00057,石家庄,华北,2025-01-03 08:00:00,146,92,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-1-00057,太原,华北,2025-01-03 08:00:00,137,87,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-2-00057,太原,华北,2025-01-03 08:00:00,141,90,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-005-2-00057,呼和浩特,华北,2025-01-03 08:00:00,125,78,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-016-2-00057,郑州,华中,2025-01-03 08:00:00,124,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-1-00057,西安,西北,2025-01-03 08:00:00,130,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-2-00057,西安,西北,2025-01-03 08:00:00,133,84,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-031-1-00057,兰州,西北,2025-01-03 08:00:00,126,80,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-031-2-00057,兰州,西北,2025-01-03 08:00:00,130,84,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-2-00057,乌鲁木齐,西北,2025-01-03 08:00:00,126,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00058,石家庄,华北,2025-01-03 09:00:00,134,84,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00058,石家庄,华北,2025-01-03 09:00:00,139,88,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-1-00058,太原,华北,2025-01-03 09:00:00,128,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-2-00058,太原,华北,2025-01-03 09:00:00,133,85,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-1-00058,西安,西北,2025-01-03 09:00:00,124,78,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-2-00058,西安,西北,2025-01-03 09:00:00,129,82,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-031-2-00058,兰州,西北,2025-01-03 09:00:00,121,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00059,石家庄,华北,2025-01-03 10:00:00,134,84,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00059,石家庄,华北,2025-01-03 10:00:00,141,89,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-1-00059,太原,华北,2025-01-03 10:00:00,129,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-2-00059,太原,华北,2025-01-03 10:00:00,135,86,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-1-00059,西安,西北,2025-01-03 10:00:00,124,79,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-2-00059,西安,西北,2025-01-03 10:00:00,130,83,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-2-00059,乌鲁木齐,西北,2025-01-03 10:00:00,122,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00060,石家庄,华北,2025-01-03 11:00:00,135,85,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00060,石家庄,华北,2025-01-03 11:00:00,142,90,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-1-00060,太原,华北,2025-01-03 11:00:00,129,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-2-00060,太原,华北,2025-01-03 11:00:00,137,86,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-1-00060,西安,西北,2025-01-03 11:00:00,122,77,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-2-00060,西安,西北,2025-01-03 11:00:00,129,82,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-1-00060,乌鲁木齐,西北,2025-01-03 11:00:00,120,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-2-00060,乌鲁木齐,西北,2025-01-03 11:00:00,128,80,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00061,石家庄,华北,2025-01-03 12:00:00,135,85,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00061,石家庄,华北,2025-01-03 12:00:00,144,91,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-1-00061,太原,华北,2025-01-03 12:00:00,129,81,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-2-00061,太原,华北,2025-01-03 12:00:00,138,87,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-016-2-00061,郑州,华中,2025-01-03 12:00:00,128,75,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-030-2-00061,西安,西北,2025-01-03 12:00:00,126,78,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-1-00061,乌鲁木齐,西北,2025-01-03 12:00:00,124,79,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-034-2-00061,乌鲁木齐,西北,2025-01-03 12:00:00,133,84,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-1-00062,石家庄,华北,2025-01-03 13:00:00,135,86,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-003-2-00062,石家庄,华北,2025-01-03 13:00:00,145,91,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-1-00062,太原,华北,2025-01-03 13:00:00,128,80,PM2.5,aqi >= 101 and pm25 >= 75
AQ2025-004-2-00062,太原,华北,2025-01-03 13:00:00,139,87,PM2.5,aqi >= 101 and pm25 >= 75
