city,province,region,year_month,record_count,avg_aqi,max_aqi,good_rate,avg_pm25,avg_pm10,avg_so2,avg_no2
西安,陕西省,西北,2025-12,1488,115.03,136,0.0329,71.32,120.8,10.71,25.1
贵阳,贵州省,西南,2025-01,1488,55.77,74,1.0,34.59,58.59,6.97,12.64
贵阳,贵州省,西南,2025-02,1344,53.58,71,1.0,33.22,56.27,7.78,12.19
贵阳,贵州省,西南,2025-03,1488,48.02,69,1.0,29.78,50.42,5.35,11.02
贵阳,贵州省,西南,2025-04,1440,40.61,59,1.0,25.19,42.65,5.76,9.48
贵阳,贵州省,西南,2025-05,1488,32.84,54,1.0,20.36,34.45,6.12,8.13
贵阳,贵州省,西南,2025-06,1440,27.33,45,1.0,16.95,28.74,3.66,7.33
贵阳,贵州省,西南,2025-07,1488,25.52,44,1.0,15.8,26.78,4.5,7.21
贵阳,贵州省,西南,2025-08,1488,27.19,48,1.0,16.87,28.54,5.65,7.34
贵阳,贵州省,西南,2025-09,1440,32.81,51,1.0,20.31,34.49,4.12,8.09
贵阳,贵州省,西南,2025-10,1488,40.53,62,1.0,25.13,42.55,5.75,9.49
贵阳,贵州省,西南,2025-11,1440,47.86,68,1.0,29.69,50.27,7.33,10.97
贵阳,贵州省,西南,2025-12,1488,53.75,72,1.0,33.3,56.4,5.8,12.23
遵义,贵州省,西南,2025-01,1488,58.33,77,1.0,36.17,61.25,7.16,13.19
遵义,贵州省,西南,2025-02,1344,56.19,76,1.0,34.81,59.0,7.99,12.74
遵义,贵州省,西南,2025-03,1488,50.58,71,1.0,31.36,53.11,5.55,11.57
遵义,贵州省,西南,2025-04,1440,43.18,64,1.0,26.79,45.35,5.97,10.01
遵义,贵州省,西南,2025-05,1488,35.42,56,1.0,21.97,37.17,6.32,8.49
遵义,贵州省,西南,2025-06,1440,29.75,50,1.0,18.43,31.24,3.88,7.62
遵义,贵州省,西南,2025-07,1488,27.85,46,1.0,17.27,29.24,4.71,7.39
遵义,贵州省,西南,2025-08,1488,29.56,49,1.0,18.33,31.02,5.85,7.62
遵义,贵州省,西南,2025-09,1440,35.42,57,1.0,21.93,37.22,4.33,8.51
遵义,贵州省,西南,2025-10,1488,43.1,64,1.0,26.73,45.26,5.95,10.01
遵义,贵州省,西南,2025-11,1440,50.43,71,1.0,31.27,52.94,7.53,11.51
遵义,贵州省,西南,2025-12,1488,56.36,74,1.0,34.92,59.17,6.0,12.77
郑州,河南省,华中,2025-01,1488,116.12,138,0.0134,71.98,121.95,11.79,25.3
郑州,河南省,华中,2025-02,1344,113.55,137,0.0379,70.41,119.16,12.58,24.78
郑州,河南省,华中,2025-03,1488,106.91,132,0.2151,66.28,112.29,10.04,23.38
郑州,河南省,华中,2025-04,1440,98.14,122,0.6125,60.85,103.03,10.35,21.54
郑州,河南省,华中,2025-05,1488,88.97,111,0.9294,55.14,93.43,10.63,19.6
郑州,河南省,华中,2025-06,1440,82.11,104,0.9931,50.9,86.23,8.08,18.17
郑州,河南省,华中,2025-07,1488,79.83,102,0.9953,49.5,83.8,8.88,17.7
郑州,河南省,华中,2025-08,1488,81.87,105,0.9886,50.78,85.91,10.06,18.14
郑州,河南省,华中,2025-09,1440,88.91,114,0.9208,55.11,93.38,8.6,19.62
郑州,河南省,华中,2025-10,1488,98.03,123,0.6055,60.77,102.96,10.34,21.52
郑州,河南省,华中,2025-11,1440,106.74,131,0.2375,66.18,112.07,12.03,23.34
郑州,河南省,华中,2025-12,1488,113.81,136,0.0397,70.54,119.51,10.61,24.83
重庆,重庆市,西南,2025-01,1488,80.72,99,1.0,50.05,84.75,8.95,17.89
重庆,重庆市,西南,2025-02,1344,78.55,98,1.0,48.69,82.46,9.78,17.42
重庆,重庆市,西南,2025-03,1488,72.95,94,1.0,45.23,76.63,7.35,16.24
重庆,重庆市,西南,2025-04,1440,65.53,87,1.0,40.61,68.77,7.75,14.7
重庆,重庆市,西南,2025-05,1488,57.78,78,1.0,35.85,60.7,8.11,13.08
重庆,重庆市,西南,2025-06,1440,52.02,71,1.0,32.23,54.59,5.68,11.88
重庆,重庆市,西南,2025-07,1488,50.12,69,1.0,31.08,52.64,6.51,11.45
重庆,重庆市,西南,2025-08,1488,51.84,71,1.0,32.15,54.42,7.64,11.81
重庆,重庆市,西南,2025-09,1440,57.81,80,1.0,35.82,60.69,6.12,13.09
重庆,重庆市,西南,2025-10,1488,65.43,87,1.0,40.59,68.74,7.74,14.66
重庆,重庆市,西南,2025-11,1440,72.8,94,1.0,45.14,76.4,9.32,16.23
重庆,重庆市,西南,2025-12,1488,78.73,99,1.0,48.82,82.72,7.79,17.45
金华,浙江省,华东,2025-01,1488,67.93,88,1.0,42.12,71.36,7.94,15.2
金华,浙江省,华东,2025-02,1344,65.62,87,1.0,40.69,68.87,8.76,14.73
金华,浙江省,华东,2025-03,1488,59.65,82,1.0,36.98,62.65,6.27,13.47
金华,浙江省,华东,2025-04,1440,51.73,75,1.0,32.09,54.31,6.65,11.8
金华,浙江省,华东,2025-05,1488,43.38,65,1.0,26.89,45.54,6.98,10.09
金华,浙江省,华东,2025-06,1440,37.28,59,1.0,23.1,39.17,4.49,8.89
金华,浙江省,华东,2025-07,1488,35.16,55,1.0,21.82,36.9,5.29,8.51
金华,浙江省,华东,2025-08,1488,37.11,56,1.0,23.01,38.96,6.47,8.88
金华,浙江省,华东,2025-09,1440,43.39,62,1.0,26.89,45.56,4.98,10.07
金华,浙江省,华东,2025-10,1488,51.59,73,1.0,31.99,54.19,6.62,11.78
金华,浙江省,华东,2025-11,1440,59.49,78,1.0,36.88,62.44,8.26,13.42
金华,浙江省,华东,2025-12,1488,65.78,86,1.0,40.8,69.07,6.77,14.74
银川,宁夏回族自治区,西北,2025-01,1488,95.23,118,0.7305,59.07,99.97,10.12,20.94
银川,宁夏回族自治区,西北,2025-02,1344,92.54,116,0.8237,57.36,97.15,10.91,20.36
银川,宁夏回族自治区,西北,2025-03,1488,85.7,110,0.9597,53.16,90.0,8.36,18.92
银川,宁夏回族自治区,西北,2025-04,1440,76.57,103,0.9958,47.48,80.38,8.63,17.01
银川,宁夏回族自治区,西北,2025-05,1488,66.93,91,1.0,41.48,70.27,8.86,14.98
银川,宁夏回族自治区,西北,2025-06,1440,59.9,86,1.0,37.14,62.91,6.29,13.51
银川,宁夏回族自治区,西北,2025-07,1488,57.53,81,1.0,35.68,60.39,7.1,13.02
银川,宁夏回族自治区,西北,2025-08,1488,59.67,83,1.0,37.0,62.64,8.27,13.46
银川,宁夏回族自治区,西北,2025-09,1440,66.99,92,1.0,41.52,70.36,6.86,15.01
银川,宁夏回族自治区,西北,2025-10,1488,76.44,103,0.998,47.39,80.23,8.61,16.99
银川,宁夏回族自治区,西北,2025-11,1440,85.47,112,0.9625,53.01,89.73,10.34,18.88
银川,宁夏回族自治区,西北,2025-12,1488,92.8,116,0.8132,57.54,97.48,8.93,20.42
长春,吉林省,东北,2025-01,1488,92.84,115,0.8387,57.56,97.46,9.93,20.43
长春,吉林省,东北,2025-02,1344,90.35,112,0.9085,56.01,94.87,10.73,19.9
长春,吉林省,东北,2025-03,1488,83.82,108,0.9832,51.95,88.01,8.2,18.52
长春,吉林省,东北,2025-04,1440,75.24,98,1.0,46.64,79.01,8.52,16.72
长春,吉林省,东北,2025-05,1488,66.16,91,1.0,41.02,69.45,8.81,14.82
长春,吉林省,东北,2025-06,1440,59.5,81,1.0,36.87,62.49,6.26,13.42
长春,吉林省,东北,2025-07,1488,57.28,79,1.0,35.49,60.15,7.08,12.95
长春,吉林省,东北,2025-08,1488,59.3,83,1.0,36.78,62.26,8.23,13.41
长春,吉林省,东北,2025-09,1440,66.17,90,1.0,41.03,69.51,6.79,14.83
长春,吉林省,东北,2025-10,1488,75.11,100,1.0,46.56,78.85,8.51,16.7
长春,吉林省,东北,2025-11,1440,83.66,108,0.9889,51.89,87.82,10.19,18.48
长春,吉林省,东北,2025-12,1488,90.51,113,0.9026,56.11,95.08,8.75,19.94
长沙,湖南省,华中,2025-01,1488,85.52,108,0.9738,53.01,89.81,9.33,18.89
长沙,湖南省,华中,2025-02,1344,83.0,105,0.9888,51.45,87.12,10.14,18.37
长沙,湖南省,华中,2025-03,1488,76.28,100,1.0,47.31,80.07,7.59,16.96
长沙,湖南省,华中,2025-04,1440,67.57,92,1.0,41.88,70.95,7.91,15.12
长沙,湖南省,华中,2025-05,1488,58.27,81,1.0,36.14,61.21,8.16,13.18
长沙,湖南省,华中,2025-06,1440,51.53,75,1.0,31.95,54.1,5.62,11.76
长沙,湖南省,华中,2025-07,1488,49.21,71,1.0,30.5,51.71,6.44,11.26
长沙,湖南省,华中,2025-08,1488,51.36,74,1.0,31.85,53.89,7.62,11.72
长沙,湖南省,华中,2025-09,1440,58.31,82,1.0,36.13,61.26,6.16,13.19
长沙,湖南省,华中,2025-10,1488,67.43,93,1.0,41.81,70.76,7.9,15.1
长沙,湖南省,华中,2025-11,1440,76.14,100,1.0,47.2,79.93,9.58,16.92
长沙,湖南省,华中,2025-12,1488,83.12,105,0.9866,51.55,87.27,8.14,18.4
青岛,山东省,华东,2025-01,1488,68.86,89,1.0,42.69,72.33,8.02,15.38
青岛,山东省,华东,2025-02,1344,66.52,87,1.0,41.26,69.79,8.83,14.91
青岛,山东省,华东,2025-03,1488,60.57,83,1.0,37.55,63.64,6.33,13.66
青岛,山东省,华东,2025-04,1440,52.65,74,1.0,32.65,55.28,6.7,11.98
青岛,山东省,华东,2025-05,1488,44.33,66,1.0,27.48,46.54,7.04,10.25
青岛,山东省,华东,2025-06,1440,38.18,59,1.0,23.68,40.09,4.56,8.99
青岛,山东省,华东,2025-07,1488,36.06,56,1.0,22.36,37.83,5.38,8.61
青岛,山东省,华东,2025-08,1488,38.0,58,1.0,23.57,39.89,6.54,8.97
青岛,山东省,华东,2025-09,1440,44.33,66,1.0,27.47,46.59,5.05,10.25
青岛,山东省,华东,2025-10,1488,52.58,76,1.0,32.58,55.24,6.7,11.97
青岛,山东省,华东,2025-11,1440,60.41,82,1.0,37.47,63.43,8.34,13.62
青岛,山东省,华东,2025-12,1488,66.7,87,1.0,41.37,70.02,6.85,14.94
齐齐哈尔,黑龙江省,东北,2025-01,1488,90.82,112,0.9019,56.31,95.35,9.76,20.01
齐齐哈尔,黑龙江省,东北,2025-02,1344,88.37,111,0.9427,54.77,92.8,10.57,19.5
齐齐哈尔,黑龙江省,东北,2025-03,1488,81.82,107,0.9926,50.73,85.89,8.03,18.11
齐齐哈尔,黑龙江省,东北,2025-04,1440,73.22,96,1.0,45.4,76.88,8.37,16.31
齐齐哈尔,黑龙江省,东北,2025-05,1488,64.18,86,1.0,39.81,67.39,8.64,14.42
齐齐哈尔,黑龙江省,东北,2025-06,1440,57.53,82,1.0,35.68,60.43,6.11,13.01
齐齐哈尔,黑龙江省,东北,2025-07,1488,55.24,76,1.0,34.25,58.0,6.92,12.53
齐齐哈尔,黑龙江省,东北,2025-08,1488,57.3,80,1.0,35.53,60.12,8.08,12.98
齐齐哈尔,黑龙江省,东北,2025-09,1440,64.17,87,1.0,39.77,67.41,6.64,14.41
齐齐哈尔,黑龙江省,东北,2025-10,1488,73.11,96,1.0,45.34,76.79,8.36,16.28
齐齐哈尔,黑龙江省,东北,2025-11,1440,81.65,107,0.9924,50.62,85.72,10.03,18.07
齐齐哈尔,黑龙江省,东北,2025-12,1488,88.52,111,0.9382,54.88,92.95,8.58,19.53
